      16 25  3
 13.0000  3 -74.0000 -74.0000 -74.0000 -74.0000 -67.7515 -38.1999 -33.0827 -30.8483 -29.1926 -27.2809 -26.6585 -26.3543 -26.1745 -26.0572 -25.9753 -25.8680 -25.8310 -25.6407 -25.6162 -25.6120 -25.6172 -25.6638 -25.6884 -25.7046 -25.7218 
 13.6990  1 -29.0371 -27.6604 -26.5388 -26.0443 -25.6683 -25.1010 -24.9974 -24.9633 -24.9485 -24.9312 -24.9282 -24.9200 -24.9213 -24.9266 -24.9310 -24.9381 -24.9416 -24.9918 -25.0156 -25.0313 -25.0480 -25.0992 -25.1230 -25.1388 -25.1554 
 13.6990  2 -74.0000 -74.0000 -74.0000 -61.8133 -50.6405 -33.5437 -30.1887 -28.7890 -27.7774 -26.7012 -26.3161 -26.1204 -26.0001 -25.9186 -25.8597 -25.7796 -25.7513 -25.5890 -25.5675 -25.5648 -25.5727 -25.6044 -25.6188 -25.6282 -25.6381 
 13.6990  3 -74.0000 -74.0000 -74.0000 -74.0000 -67.7516 -38.1999 -33.0827 -30.8483 -29.1926 -27.2810 -26.6592 -26.3552 -26.1750 -26.0575 -25.9756 -25.8678 -25.8306 -25.6416 -25.6179 -25.6123 -25.6171 -25.6672 -25.6952 -25.7136 -25.7331 
 14.0000  1 -29.0940 -27.7227 -26.6078 -26.1202 -25.7583 -25.2543 -25.1736 -25.1521 -25.1471 -25.1380 -25.1347 -25.1251 -25.1239 -25.1266 -25.1289 -25.1327 -25.1346 -25.1628 -25.1771 -25.1864 -25.1964 -25.2271 -25.2413 -25.2507 -25.2607 
 14.0000  2 -74.0000 -74.0000 -74.0000 -61.8158 -50.6545 -33.5814 -30.2389 -28.8488 -27.8419 -26.7414 -26.3458 -26.1432 -26.0188 -25.9341 -25.8728 -25.7903 -25.7612 -25.5928 -25.5702 -25.5672 -25.5739 -25.6015 -25.6140 -25.6222 -25.6308 
 14.0000  3 -74.0000 -74.0000 -74.0000 -74.0000 -67.7515 -38.1999 -33.0827 -30.8483 -29.1926 -27.2812 -26.6597 -26.3557 -26.1758 -26.0579 -25.9752 -25.8673 -25.8305 -25.6418 -25.6182 -25.6130 -25.6170 -25.6673 -25.6944 -25.7122 -25.7311 
 14.6990  1 -29.3991 -28.0436 -26.9512 -26.4908 -26.1696 -25.7911 -25.7458 -25.7410 -25.7479 -25.7478 -25.7449 -25.7341 -25.7317 -25.7332 -25.7339 -25.7338 -25.7338 -25.7380 -25.7418 -25.7443 -25.7469 -25.7550 -25.7587 -25.7612 -25.7638 
 14.6990  2 -74.0000 -74.0000 -74.0000 -61.8240 -50.6813 -33.6487 -30.3462 -28.9779 -27.9774 -26.8246 -26.4092 -26.1937 -26.0616 -25.9724 -25.9078 -25.8202 -25.7892 -25.6072 -25.5804 -25.5764 -25.5824 -25.6076 -25.6192 -25.6268 -25.6349 
 14.6990  3 -74.0000 -74.0000 -74.0000 -74.0000 -67.7519 -38.1999 -33.0827 -30.8481 -29.1935 -27.2843 -26.6631 -26.3594 -26.1804 -26.0632 -25.9810 -25.8736 -25.8369 -25.6465 -25.6208 -25.6152 -25.6196 -25.6670 -25.6914 -25.7075 -25.7246 
 15.0000  1 -29.6045 -28.2559 -27.1727 -26.7225 -26.4154 -26.0658 -26.0280 -26.0255 -26.0338 -26.0364 -26.0338 -26.0232 -26.0202 -26.0209 -26.0210 -26.0203 -26.0202 -26.0200 -26.0200 -26.0200 -26.0200 -26.0199 -26.0199 -26.0199 -26.0199 
 15.0000  2 -74.0000 -74.0000 -74.0000 -61.8266 -50.6835 -33.6699 -30.3869 -29.0272 -28.0269 -26.8563 -26.4346 -26.2160 -26.0818 -25.9899 -25.9233 -25.8344 -25.8033 -25.6186 -25.5909 -25.5856 -25.5905 -25.6136 -25.6243 -25.6313 -25.6388 
 15.0000  3 -74.0000 -74.0000 -74.0000 -74.0000 -67.7521 -38.1999 -33.0827 -30.8482 -29.1943 -27.2866 -26.6664 -26.3633 -26.1844 -26.0675 -25.9854 -25.8776 -25.8406 -25.6494 -25.6248 -25.6179 -25.6227 -25.6703 -25.6967 -25.7141 -25.7325 
 15.6990  1 -30.0959 -28.7633 -27.7014 -27.2741 -26.9990 -26.7110 -26.6889 -26.6912 -26.7017 -26.7107 -26.7089 -26.6987 -26.6941 -26.6928 -26.6917 -26.6899 -26.6894 -26.6799 -26.6711 -26.6653 -26.6592 -26.6402 -26.6314 -26.6256 -26.6195 
 15.6990  2 -74.0000 -74.0000 -74.0000 -61.8429 -50.6945 -33.7162 -30.4730 -29.1265 -28.1217 -26.9232 -26.4945 -26.2726 -26.1363 -26.0432 -25.9756 -25.8851 -25.8532 -25.6612 -25.6312 -25.6228 -25.6253 -25.6422 -25.6501 -25.6552 -25.6607 
 15.6990  3 -74.0000 -74.0000 -74.0000 -74.0000 -67.7520 -38.1999 -33.0825 -30.8495 -29.1975 -27.2958 -26.6801 -26.3791 -26.2014 -26.0842 -26.0014 -25.8942 -25.8580 -25.6649 -25.6405 -25.6332 -25.6363 -25.6810 -25.7058 -25.7222 -25.7395 
