  7  7 14
WAVELENGTH(A)= 
   145.754
 7 14 t 
excit   
  0.1000E+17  0.7230E-22  0.1070E-16  0.1340E-12  0.1370E-09  0.3760E-08  0.2290E-07  0.3760E-07  0.4290E-07  0.4520E-07  0.4680E-07  0.4690E-07  0.4410E-07  0.3950E-07  0.3660E-07
WAVELENGTH(A)= 
   360.812
 7 14 t 
excit   
     1.400      2.090      3.490      6.980     14.000     34.900     69.800    105.000    140.000    209.000    349.000    698.000   1400.000   2090.000 
  0.1000E+11  0.1070E-33  0.5790E-25  0.5120E-18  0.7120E-13  0.2250E-10  0.5640E-09  0.1400E-08  0.1780E-08  0.1940E-08  0.2020E-08  0.1940E-08  0.1660E-08  0.1320E-08  0.1130E-08
  0.1000E+12  0.1070E-33  0.5790E-25  0.5120E-18  0.7120E-13  0.2250E-10  0.5640E-09  0.1400E-08  0.1780E-08  0.1940E-08  0.2020E-08  0.1940E-08  0.1660E-08  0.1320E-08  0.1130E-08
  0.1000E+13  0.1070E-33  0.5790E-25  0.5120E-18  0.7120E-13  0.2250E-10  0.5640E-09  0.1400E-08  0.1780E-08  0.1940E-08  0.2020E-08  0.1940E-08  0.1660E-08  0.1320E-08  0.1130E-08
  0.1000E+14  0.1070E-33  0.5790E-25  0.5120E-18  0.7120E-13  0.2250E-10  0.5640E-09  0.1400E-08  0.1780E-08  0.1940E-08  0.2020E-08  0.1940E-08  0.1660E-08  0.1320E-08  0.1130E-08
  0.1000E+15  0.1070E-33  0.5790E-25  0.5130E-18  0.7120E-13  0.2250E-10  0.5640E-09  0.1400E-08  0.1780E-08  0.1940E-08  0.2020E-08  0.1940E-08  0.1660E-08  0.1320E-08  0.1130E-08
  0.1000E+16  0.1070E-33  0.5810E-25  0.5140E-18  0.7140E-13  0.2250E-10  0.5650E-09  0.1400E-08  0.1780E-08  0.1940E-08  0.2020E-08  0.1940E-08  0.1670E-08  0.1320E-08  0.1130E-08
  0.1000E+17  0.1100E-33  0.5950E-25  0.5230E-18  0.7240E-13  0.2280E-10  0.5670E-09  0.1400E-08  0.1770E-08  0.1920E-08  0.2010E-08  0.1940E-08  0.1670E-08  0.1340E-08  0.1150E-08
WAVELENGTH(A)= 
   588.940
 7 14 t 
excit   
     1.400      2.090      3.490      6.980     14.000     34.900     69.800    105.000    140.000    209.000    349.000    698.000   1400.000   2090.000 
  0.1000E+11  0.1310E-35  0.2950E-28  0.2090E-22  0.4580E-18  0.6280E-16  0.1060E-14  0.2530E-14  0.3340E-14  0.3850E-14  0.4450E-14  0.5000E-14  0.5380E-14  0.5360E-14  0.5190E-14
  0.1000E+12  0.1310E-35  0.2950E-28  0.2090E-22  0.4580E-18  0.6280E-16  0.1060E-14  0.2530E-14  0.3340E-14  0.3850E-14  0.4450E-14  0.5000E-14  0.5380E-14  0.5360E-14  0.5190E-14
  0.1000E+13  0.1310E-35  0.2950E-28  0.2090E-22  0.4580E-18  0.6280E-16  0.1060E-14  0.2530E-14  0.3340E-14  0.3850E-14  0.4450E-14  0.5000E-14  0.5380E-14  0.5360E-14  0.5190E-14
  0.1000E+14  0.1310E-35  0.2950E-28  0.2090E-22  0.4580E-18  0.6280E-16  0.1060E-14  0.2530E-14  0.3340E-14  0.3850E-14  0.4450E-14  0.5000E-14  0.5380E-14  0.5360E-14  0.5190E-14
  0.1000E+15  0.1310E-35  0.2960E-28  0.2090E-22  0.4580E-18  0.6280E-16  0.1060E-14  0.2530E-14  0.3340E-14  0.3850E-14  0.4450E-14  0.5000E-14  0.5380E-14  0.5360E-14  0.5190E-14
  0.1000E+16  0.1320E-35  0.2980E-28  0.2100E-22  0.4600E-18  0.6300E-16  0.1060E-14  0.2520E-14  0.3340E-14  0.3840E-14  0.4440E-14  0.4990E-14  0.5370E-14  0.5340E-14  0.5180E-14
  0.1000E+17  0.1420E-35  0.3160E-28  0.2200E-22  0.4770E-18  0.6460E-16  0.1060E-14  0.2500E-14  0.3280E-14  0.3760E-14  0.4330E-14  0.4850E-14  0.5210E-14  0.5210E-14  0.5050E-14
WAVELENGTH(A)= 
   931.481
 7 14 t 
excit   
     1.400      2.090      3.490      6.980     14.000     34.900     69.800    105.000    140.000    209.000    349.000    698.000   1400.000   2090.000 
  0.1000E+11  0.1900E-34  0.1030E-25  0.9090E-19  0.1260E-13  0.3990E-11  0.1000E-09  0.2490E-09  0.3150E-09  0.3440E-09  0.3590E-09  0.3450E-09  0.2950E-09  0.2340E-09  0.2010E-09
  0.1000E+12  0.1900E-34  0.1030E-25  0.9090E-19  0.1260E-13  0.3990E-11  0.1000E-09  0.2490E-09  0.3150E-09  0.3440E-09  0.3590E-09  0.3450E-09  0.2950E-09  0.2340E-09  0.2010E-09
  0.1000E+13  0.1900E-34  0.1030E-25  0.9090E-19  0.1260E-13  0.3990E-11  0.1000E-09  0.2490E-09  0.3150E-09  0.3440E-09  0.3590E-09  0.3450E-09  0.2950E-09  0.2340E-09  0.2010E-09
  0.1000E+14  0.1900E-34  0.1030E-25  0.9090E-19  0.1260E-13  0.3990E-11  0.1000E-09  0.2490E-09  0.3150E-09  0.3440E-09  0.3590E-09  0.3450E-09  0.2950E-09  0.2350E-09  0.2010E-09
  0.1000E+15  0.1900E-34  0.1030E-25  0.9100E-19  0.1260E-13  0.3990E-11  0.1000E-09  0.2490E-09  0.3150E-09  0.3440E-09  0.3590E-09  0.3450E-09  0.2950E-09  0.2350E-09  0.2010E-09
  0.1000E+16  0.1900E-34  0.1030E-25  0.9110E-19  0.1270E-13  0.4000E-11  0.1000E-09  0.2490E-09  0.3150E-09  0.3440E-09  0.3590E-09  0.3450E-09  0.2960E-09  0.2350E-09  0.2010E-09
  0.1000E+17  0.1960E-34  0.1060E-25  0.9280E-19  0.1290E-13  0.4050E-11  0.1010E-09  0.2480E-09  0.3130E-09  0.3420E-09  0.3560E-09  0.3440E-09  0.2970E-09  0.2370E-09  0.2040E-09
